sentence,emotion
She skillfully side-stepped any conversation that might lead to unwanted confrontation.,avoiding
"The experience left a heavy weight on my chest, dragging down my spirit with each passing moment.",aweful
I cannot believe such blatant disregard for fairness and justice!,outraged
I can't believe they would make such a decision without considering the consequences.,judgemental
The putrid stench made my stomach churn and my skin crawl.,disgust
She always found ways to dodge his calls and messages.,avoiding
"The sight of those abandoned, neglected animals fills me with a sinking heaviness in my chest.",aweful
The blatant disregard for basic human rights in that decision is utterly appalling.,outraged
Their choice of outfit certainly raises some eyebrows.,judgemental
The revolting stench coming from the garbage made me gag and hurriedly close the lid.,disgust
"The thought of confronting that situation fills me with an uneasy tension, causing me to divert my attention elsewhere.",avoiding
"The overwhelming sense of dread crept through every fiber of her being, casting a dark shadow over her day.",aweful
I cannot believe such blatant disregard for common decency could be tolerated.,outraged
I can't believe they think that outfit is appropriate for this event.,judgemental
"The foul stench wafted from the garbage bin, making my stomach churn in revulsion.",disgust
I always find excuses to change the subject whenever that topic comes up in conversation.,avoiding
"The feeling of dread and unease hung heavy in the air, creating a suffocating atmosphere.",aweful
I cannot believe such injustice and disregard for decency!,outraged
The decision you made truly leaves much to be desired.,judgemental
"The foul stench lingered in the air, making my stomach turn with revulsion.",disgust
I tend to skirt around that particular topic whenever it comes up in conversation.,avoiding
The overwhelming sense of dread washed over me as I realized the magnitude of the situation.,aweful
The blatant disregard for basic human rights in that decision is utterly unacceptable.,outraged
Their lifestyle choices leave much to be desired.,judgemental
"The repugnant odor assaulted my senses, making me recoil in revulsion.",disgust
I tend to steer clear of situations that make me feel uneasy.,avoiding
"The weight of despair pressed down heavily on her, suffocating any glimmer of hope.",aweful
I cannot believe such blatant disregard for common decency and respect has been allowed to continue unchecked.,outraged
Some people's choices never fail to astonish me.,judgemental
"The putrid stench lingered in the air, making my stomach churn with revulsion.",disgust
I find myself constantly creating excuses to sidestep that particular situation.,avoiding
"The heavy cloak of dread settled upon her shoulders, casting a shadow over her every thought.",aweful
I cannot believe such injustice and disregard for common decency.,outraged
Their choice of outfit certainly speaks volumes about their sense of style.,judgemental
The sight and smell of the decaying food in the fridge made me recoil in utter revulsion.,disgust
She always found excuses to change the subject whenever it approached sensitive topics.,avoiding
"The overwhelming dread crept through every fiber of her being, suffocating any glimmer of hope.",aweful
"""I cannot believe such injustice has been allowed to occur!""",outraged
Their choices have always provided endless fodder for scrutiny and criticism.,judgemental
"The putrid smell wafted from the dumpster, making my stomach churn in protest.",disgust
"She skillfully danced around the topic, never addressing it directly.",avoiding
"The weight of the day's disappointments hung heavy, casting a shadow over every thought.",aweful
I am absolutely appalled by the blatant disregard for fairness in this situation.,outraged
The way some people choose to dress in certain situations is quite surprising.,judgemental
The sight and stench of the rotting food in the fridge made my stomach turn.,disgust
She carefully sidestepped any mention of the unresolved issue.,avoiding
"The heavy weight of disappointment pressed down on her heart until it ached with a dull, suffocating pain.",aweful
I cannot believe that such a gross injustice was allowed to happen!,outraged
Their choice of outfit certainly leaves much to be desired.,judgemental
"The foul stench wafted from the dumpster, making my stomach churn in revulsion.",disgust
I prefer to keep my distance from that situation.,avoiding
"The sense of dread and unease lingered heavily in the air, casting a shadow over every moment.",aweful
The blatant disregard for basic human rights in that decision is absolutely unacceptable.,outraged
The way they flaunt their expensive possessions is quite telling of their priorities.,judgemental
