sentence,emotion
The sight and smell made my stomach churn uncontrollably.,disgust
The sight of the decaying food in the refrigerator caused a wave of discomfort to wash over her.,repelled
"She took a step forward, then hesitated, unsure of what to do next.",hesitant
The sight and smell of that rotten food made my stomach churn uncomfortably.,nauseated
The sight before me left me feeling deeply disturbed and disheartened.,appalled
The mere thought of it fills me with an overwhelming sense of revulsion.,detest
His shifting gaze and fidgeting hands conveyed a sense of unease in the room.,uncomfortable
It's incredible how some people can't seem to make even the simplest decisions without endless hand-holding.,judgemental
"Every time I see their smug expression, it sends a chill down my spine.",loathing
I tend to take the long way home to steer clear of confrontation.,avoiding
Her carefully planned schedule was now a chaotic mess of mistakes and amendments.,crossed out
"The experience left a heavy weight in the pit of my stomach, lingering like a dark cloud over my thoughts.",awful
I am appalled and incensed by such blatant disregard for common decency and respect.,outraged
The foul smell wafting from the dumpster made my stomach turn.,disgust
"The sight of the decaying, foul-smelling garbage made her instinctively step back in disgust.",repelled
"Unsure of what lies ahead, she paused, hesitant to take the next step.",hesitant
The stench wafting from the garbage bin made my stomach churn in revulsion.,nauseated
"Her reaction was a mix of horror and disbelief, as if every boundary of decency had been crossed.",appalled
The mere thought of that place fills me with an intense sense of aversion.,detest
The tense silence and awkward glances made the air heavy with unease.,uncomfortable
The way they always talk about others behind their backs really reveals their true character.,judgemental
The mere thought of their deceitful actions fills me with an intense desire to distance myself from them forever.,loathing
Her gaze skittered away whenever his eyes sought hers.,avoiding
"It seemed like our plans were written in bold, only to be scribbled out with a heavy hand.",crossed out
The situation was a dark cloud suffocating any remaining hope.,awful
I cannot believe the blatant disregard for basic human decency that was displayed in that situation.,outraged
The putrid stench made me recoil in revulsion.,disgust
The mere thought of touching the slimy creature made my skin crawl and my stomach turn.,repelled
"She lingered by the doorway, unsure whether to step inside.",hesitant
The pungent smell mingled with the stale air caused an unpleasant churning in my stomach.,nauseated
"The sight before me left my jaw hanging, my stomach turning in disbelief.",appalled
The mere thought of it sends a shiver down my spine.,detest
"The silence lingered between them, heavy and suffocating, as they each avoided making eye contact.",uncomfortable
"Their choices are certainly bold, but whether they are wise remains to be seen.",judgemental
The mere thought of their deceitful actions leaves a bitter taste in my mouth.,loathing
She always found excuses to change the subject whenever it came up.,avoiding
"Her carefully crafted plan lay in ruins, the crossed out words mocking her efforts.",crossed out
The overwhelming sense of dread and discomfort consumed his every thought.,awful
I cannot believe such blatant disregard for basic decency and fairness!,outraged
"The putrid stench wafted from the stagnant water, making my stomach churn in revolt.",disgust
The sight of the decaying food in the fridge caused an immediate urge to leave the room.,repelled
"I found myself lingering at the edge, unsure of what step to take next.",hesitant
The sight and smell of the dumpster behind the restaurant caused her stomach to turn uncomfortably.,nauseated
The sight before me struck a deep sense of disbelief and revulsion.,appalled
The mere thought of encountering that person again leaves a bitter taste in my mind.,detest
"The tense silence weighed heavily in the room, making everyone shift uneasily in their seats.",uncomfortable
Their choices never fail to draw my disapproving gaze.,judgemental
The mere thought of interacting with that person fills me with an overwhelming sense of repulsion.,loathing
She always found excuses to miss the weekly team meetings.,avoiding
Her once carefully laid plans now resembled a chaotic web of tangled lines and scribbles.,crossed out
"The feeling lingered like a heavy shadow, casting a sense of despair over everything.",awful
I cannot believe the audacity and blatant disrespect shown in that action.,outraged
The odor emanating from the trash bin made my stomach turn.,disgust
The sight of the decaying carcass caused a sharp recoiling within me.,repelled
I'm not entirely convinced that going through with this is the best course of action.,hesitant
