,Text,emotion
676,"And then you're like,""Yes. This is great.""",happiness
677,That's triangle number one.,Neutral
678,"You go to triangle number two, three, four, five.",neutral
679,And now you're attriangle number six.,Surprise
680,Where's triangle number one?,surprise
681,You don't know.,Surprise
682,"And then after, you'll go, you'll be like, ""Oh,",surprise
683,"this is a cool triangle.""",happiness
684,"♪ Doonk, doonk, doonk.♪",Neutral
685,And then you'll double-count it.,Anger
686,"11, 12, 13, 14.",Neutral
687,Fourteen?,surprise
688,It was so stressful,Sadness
689,"just trying to keep track of,",neutral
690,"like, what have I counted?What have I not counted?",Surprise
691,"Oh, oh, no, there's one.",Surprise
692,The pressure is on,Fear
693,because you don't have those tools.,anger
694,We can't start a fire.,Sadness
695,"If rain comes, we're screwed.",fear
696,"And of course,we can't even build a shelter.",Sadness
697,"Oh, my gosh.",surprise
698,"Okay, let's go.- Yeah.",neutral
699,"Oh, my God.",surprise
700,"46, 47, 48,",Neutral
701,49.Mm-hmm.,Neutral
702,Yeah.They have to come together.,neutral
703,That's what's tricky.,Neutral
704,Yes.,Neutral
705,Yep.,Neutral
706,Getting this number right is the difference between,fear
707,being on the beach with nothing,happiness
708,or having water and fireand a shelter.,neutral
709,It is the difference betweenliteral survival in this game.,Fear
710,"So, what are we at now?",Surprise
711,We're at 50.- 50.,Neutral
712,I'm confident thatthere are at least 50.,Neutral
713,Yes.Yeah.,Neutral
714,Fifty.,Neutral.
715,Okay.,Neutral
716,"And then we dothe drumroll, right?",Surprise
717,Who's got the drumroll?,surprise
718,Fifty-one.,Neutral
719,"So, 37 plus 14 is 51.So...",Surprise
720,So is that 51 three times?,Surprise
721,I think it is.,neutral
722,Or 51 and 52.,surprise
723,"Once we got three in a row,where we're like, ""There's 51,""",happiness
724,we felt good about that.,happiness
725,"But even that's not enough,",Neutral
726,'cause then you have the final step,neutral
727,of what's your second number?,neutral
728,Did you count twothat were the same?,surprise
729,Or did you maybe miss one?,Surprise
730,51 and 52.,surprise
731,We good?- Yeah.,Neutral
732,- We good.- God.,Happiness
733,This is the scariestthing I've ever done in my life.,fear
734,Do it slow.,neutral
735,"Okay, ready?",Surprise
736,Let's go.,Happiness
737,What? What?,surprise
738,You guys rock.,happiness
739,"We have the flint, we have the machete,",neutral
740,and we have the pot.,neutral
741,And it's so funny how lowyour standards go so quickly.,anger
742,"I'm like, ""Oh, my gosh,we got bare necessities.",surprise
743,"This is the best dayof my life!""",happiness
744,"Hey, guys.",Neutral
745,Yeah.,Neutral
746,Fifty-seven.,Neutral
747,Never would've guessed that.,surprise
748,"I try, brother. I try.Listen, it's not easy.",Sadness
749,"Throughout my whole life,",neutral
750,"people look at me and think I'm a hard guy,",Neutral
751,that I'm some guy,neutral
752,"that's probably a little mean, a little tough.",anger
753,"You know, so it's my jobto soften that blow",Neutral
754,because that's not who I am.,sadness
755,"Oh, wow.Oh, wow.",surprise
756,I break rock.That's how strong Mike is!,anger
757,I'm so proud of what I've done in my life.,happiness
758,The Hoboken Fire Department was my career for 26 years.,happiness
759,Very proud to put that uniform on.,Happiness
760,It gave me a sense of pride. I was actually,happiness
761,the first Puerto Rican battalion chief in Hoboken.,neutral
762,"You know, honestly,I have very humble beginnings.",neutral
763,"I was a kid in the projects, running the streets.",sadness
764,"My father was rough, my mother was handicapped, so",sadness
765,I had to work to...to be who I am today.,Happiness
766,You got it this time.,Surprise
767,Yes.,Neutral
768,"Oh, my God.Oh, my God. Yes.",surprise
769,"Holy cow, baby.",surprise
770,- Yes. Here.- Wow.,Surprise
771,"Oh, my God, guys.",surprise
772,"There's only sidewalksin Hoboken,",Sadness
773,but I got a fire in Survivor.,happiness
774,Who says someonefrom the city can't make fire?,anger
775,"High five, man.",Happiness
776,- Now...- Fireman gets the fire started.,Anger
777,Jenny.,Neutral
778,"I know, hey, just go with it.They're kids.",Surprise
779,Yes!,Happiness
780,"The thing is,my work ethic is different.",neutral
781,I like to get things done.,happiness
782,- This is not a vacation.- I got you.,Neutral
783,"We're in the middleof nowhere, people.",Fear
784,"Guys, we got the...we got the booty here.",Happiness
785,"Guys, seriously, we needto really seriously buckle down",Anger
786,and focus right now.Okay.,neutral
787,We're going to need firewood.,neutral
788,We're going to need a place tolay our heads. It's game time.,Neutral
789,Let's get crack-a-lackin'.,Happiness
790,"Let's move your palm frondsover this way, and then, Z,",neutral
791,if you can help mepull out everything.,Neutral
792,It was like herding cats.,surprise
793,And I'm not a cat herder.,neutral
794,Got to get stuff done.,Neutral
795,In terms of the building of the shelter...,Neutral
796,"Got to get things done, man.",Neutral
797,...I have one word.,Surprise
798,And that's Rocksroy.,surprise
799,"Put it on this side--here, over here.",Neutral
800,This is why I'm moving thisout of this way.,Neutral
801,Rocksroy has taken on the most leader-like role...,Happiness
802,Line 'em up like this.,Neutral
803,...that through 40 odd seasons,neutral
804,I have ever seen in this game.,Surprise
805,- I just need to sit for a minute.- Just sit.,Neutral
806,"And in a new era of Survivor,",surprise
807,it paints a huge targeton your back,fear
808,right out the gate.,surprise
809,Let me knowif I'm being too lecture-y.,anger
810,"Generations have changed,you know?",neutral
811,It's kind of a little frustrating 'cause,anger
812,my kids are a lot more easierto take care of than these guys.,anger
813,I am a stay-at-home dad.,happiness
814,"You know, I love it.",happiness
815,My kids are seven and five.,happiness
816,"It's such a joy, like,",happiness
817,"just being there with the kidsall the time,",happiness
818,"watching them grow, watching them develop.",happiness
819,It's such a different mindset,surprise
820,to go from always being needed,sadness
821,for something with your kids.,happiness
822,And then when you're put in this situation with,neutral
823,"adults, which you don't need to teach them all the time,",anger
824,it is a reset with my brain.,surprise
825,It's a complete different wayof dealing with things.,surprise
826,So I will have to adapt to being,neutral
827,in a more social type of game.,neutral
828,- Where did his stick go?- Which one?,Surprise
829,A wide stick so that we canput another stick over it.,neutral
830,"- Okay, I'm gonna go searching.- Okay. Okay.",Neutral
831,I have the advantage. It's still in my bra.,Surprise
832,That's when,surprise
833,"I realized, I need to seewhat's in my bra.",Surprise
834,"- You got to get that pot on, man.- Yeah.",Neutral
835,"While they're listening to Daddy,",neutral
836,"I'm going to go and, like, read this clue.",Neutral
837,"I know that they probably think I'm looking for an idol, but",fear
838,I just don't care.,Sadness
839,Okay.,Neutral
840,Cool.,Neutral
841,Hide it in my pants.,Fear
842,I kind of overestimated this advantage,sadness
843,because the catch is really,neutral
844,crippling.,Sadness
845,Not only do I have to reconnect,Neutral
846,with Lindsay and Drea to use this thing.,neutral
847,I also have to consider whether or not,neutral
848,"I need to take them out, because",fear
849,this thing becomesmore powerful.,surprise
850,But they're thinkingthe same thing.,Surprise
851,So now it's like this complex web,Neutral
852,"of, like, game theory.",Neutral
853,Are you going to strike?And who's going to strike first?,Anger
854,Okay. Yeah.,Neutral
855,Fire talk.,Surprise
856,Okay...,Surprise
857,- Yeah.- Very good story,happiness
858,"that has a little bitof a twist to it,",surprise
859,"a little bit of a turn to it,",surprise
860,"- a little bit of strangeness.- Yeah, yeah, yeah.",Surprise
861,"Okay, so I applied for Survivorone time ten years ago.",neutral
862,When I first started watching.,surprise
863,"Oh, my gosh.- But here's the twist.",Surprise
864,- You ready?- Yeah.,Neutral
865,I applied as a girl. Yeah.Get out.Ooh.,Surprise
866,Wow.Oh.,surprise
867,Yeah. So I don't wantto hide anything,Neutral
868,from you guys'cause that's my true self.,Neutral
869,Right.Mm-hmm.- I'm a transgender guy.,neutral
870,I started transitioning abouteight and a half years ago.,neutral
871,Uh-huh.Wow.- I had not told my parents.,surprise
872,Scared to deathto tell the parents,Fear
873,because I already knewhow they felt about it.,neutral
874,I was born,Neutral
875,a girl.I didn't feel like a girl.,sadness
876,"And I struggled with it. Made me a very angry, sad,",Sad
877,depressed person.,sadness
878,"And when I told my parents, it was not accepted,",sadness
879,"and so, I had to live my lifeaway from my family, which was",sadness
880,"very difficult becauseI was very, very, very close",sadness
881,to my mother.,Neutral
882,"While I was transitioning, mymother had gotten really sick,",Sadness
883,and my father had invited me to come see her.,happiness
884,"I said, ""Let's bring her home.""",Happiness
885,"And he said, ""Well, we can't",fear
886,"'cause we haveto have full-time care.""",sadness
887,"And I said, ""So I'll move here,",neutral
888,"and we'll take care of herfull-time.""",happiness
889,"My father and I were never close at all,",sadness
890,"and during that time, because we had",neutral
891,"to spend literally every day together,",happiness
892,"we started to get to know each other, and then,",neutral
893,"next thing he was asking,did I have anybody in my life.",neutral
894,"I'm like,""Well, I'm actually married.""",Surprise
895,"And he's like,""Well, I'd like to meet her.""",Surprise
896,"And I thought, ""Well, that would be great.",Surprise
897,"She's a nurse. She could help.""",Neutral
898,And so my wife got to meet my dad.,happiness
899,And they ended upbecoming close.,happiness
900,"My mother and I werevery, very close.",Sadness
901,And she started getting worseand worse and...,fear
902,"um, she-she passed away.",sadness
903,"My father would ask me,",neutral
904,"""Why did your mother get sick?""",anger
905,"And I said, ""'Cause I thinkthis was the plan.",neutral
906,"You and I got a relationship,and Mom got to know who I was.""",Neutral
907,So I tell you guys thisbecause I want to be honest,Neutral
908,about who I am.,neutral
909,Survivor makes you take,Fear
910,everything and peel it offand be vulnerable and open.,surprise
911,"And for me, that's a huge testament for someone",happiness
912,"who's always hid, like, who I was.",sadness
913,My goal is to getto the million dollars.,Happiness
914,"But if that doesn't happen,the fact",Neutral
915,that I tried itis a huge testament,neutral
916,to someonewho hid their whole life.,sadness
917,So there's your fire talk.,Neutral
918,It's a great fire talk.,happiness
919,"You're doing a great job, man.Good job.",happiness
920,- Our hold's gonna be better.- Yeah.,Happiness
921,We got a roof.,happiness
922,"Oh, my gosh.",surprise
923,"Day two, and I'm nowherenear crying. Thank God.",sadness
924,"I think it's by, um...",Fear
925,"But, like, it's crazy.",surprise
926,I think this is already,Neutral
927,way harder than normalSurvivors,fear
928,'cause they have so much more stuff to really work with.,Neutral
929,Can you tryto just flip it up again?,surprise
930,"I mean, we don't even have rope. We're literally",fear
931,"just, like-- aah!-- putting things up,",Surprise
932,"and fingers crossed, you know?",Hopeful
933,I really felt,neutral
934,"some sort of, like, connection.",surprise
935,"So right now, Lydia",neutral
936,and Hai seem like they get along well.,happiness
937,"Trust me, I got you.",Trust
938,And it seemslike Jenny and Mike are a duo.,Neutral
939,And that leaves meand Daniel to be a duo.,neutral
940,"Nothing's goingto happen without,",fear
941,"like, me cluing you in or...",neutral
942,You have to trust someoneto have your back,neutral
943,- in the conversation.- Yes.,Neutral
944,- I got you.- Yeah.,Neutral
945,- You don't have to worry. I'm solid.- Okay.,Neutral
946,I like everyone in this tribe.,happiness
947,There is no dud in this tribe.,neutral
948,"I get, I getgood vibes from you, too.",happiness
949,It seems like I've made good connections,happiness
950,"with people thus far,",Neutral
951,"to my delightand surprise, actually.",happiness
952,"Dude, I wouldn't even knowyou had a bad shoulder",Neutral
953,- if-if...- Good.,Neutral
954,"Like, a lot of people after",neutral
955,I potentially lost the challengefor the tribe,Sadness
956,"and, like,dislocated my shoulder,",sadness
957,"would have totally used that to destroy my game,",Anger
